probe	chr	position	unadjusted_interaction_m	unadjusted_se	unadjusted_p	unadjusted_hc3_se	unadjusted_hc3_p	unadjusted_cluster_se	unadjusted_cluster_p	unadjusted_interaction_beta	cell_adjusted_interaction_m	cell_adjusted_se	cell_adjusted_p	cell_adjusted_hc3_se	cell_adjusted_hc3_p	cell_adjusted_cluster_se	cell_adjusted_cluster_p	cell_adjusted_interaction_beta	fully_adjusted_interaction_m	fully_adjusted_se	fully_adjusted_p	fully_adjusted_hc3_se	fully_adjusted_hc3_p	fully_adjusted_cluster_se	fully_adjusted_cluster_p	fully_adjusted_interaction_beta	fully_adjusted_linear_age_interaction_m	fully_adjusted_linear_age_se	fully_adjusted_linear_age_p	fully_adjusted_linear_age_hc3_se	fully_adjusted_linear_age_hc3_p	fully_adjusted_linear_age_cluster_se	fully_adjusted_linear_age_cluster_p	fully_adjusted_linear_age_interaction_beta	unadjusted_fdr	unadjusted_hc3_fdr	unadjusted_cluster_fdr	cell_adjusted_fdr	cell_adjusted_hc3_fdr	cell_adjusted_cluster_fdr	fully_adjusted_fdr	fully_adjusted_hc3_fdr	fully_adjusted_cluster_fdr	fully_adjusted_linear_age_fdr	fully_adjusted_linear_age_hc3_fdr	fully_adjusted_linear_age_cluster_fdr
cg06844165	17	3865305.0	-0.08820787814868908	0.02265113155352817	0.00010762586381696934	0.022434304216727704	9.238664308291146e-05	0.02111298794631387	9.528407689272368e-05	-0.0072232773017798235	-0.0690962167204767	0.021613545406468242	0.0014498866400540725	0.02158184561409828	0.0014267905480276936	0.021733283914370034	0.0023200214980475327	-0.005910417753116394	-0.06699536009270776	0.018964109428461624	0.0004405357567920662	0.02066285270191844	0.0012465560705848494	0.0217490309965563	0.0030990336796047594	-0.005757680946744059	-0.003195907637534917	0.0009060611173078472	0.00044959640818749734	0.0009874035166251903	0.0012710092025800881	0.0010390894081524931	0.003141571432862737	-0.00027487854162820474	0.13201551525280092	0.16872491334813022	0.16662912853509726	0.54439032324998	0.7447012718268113	0.800146813440339	0.3599193278402209	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg23549641	14	51527373.0	-0.08074666471069802	0.02724166623311405	0.003135340807161073	0.02793392973014804	0.003959626057640158	0.029864954541255095	0.008871982389459205	-0.005786590616758694	-0.10134138053967617	0.0255138586558999	7.843260712324925e-05	0.026492243169952634	0.0001419311395980221	0.03116716529817832	0.0018714197997983153	-0.00748620063935884	-0.08442069610519762	0.025478624437115856	0.0009730953619564116	0.026042929532353123	0.001249622932182212	0.03272410029499134	0.012311315910010069	-0.0061521229809471095	-0.004038269275373783	0.0012172615220283755	0.0009591275745648532	0.0012438695526280452	0.0012284812063864323	0.0015630899851116543	0.012191743698285106	-0.00029442160347413807	0.3768444643511883	0.4805394789330519	0.542050262750374	0.2925289478900569	0.541993513961379	0.7690547419510269	0.41574477347695715	0.9999575136988024	0.9999560135595468	0.4146686213314109	0.9999146174698702	0.9999316749064227
cg08276755	20	31608911.0	-0.0973248653782699	0.026065645719057833	0.00020337089161368097	0.02630935889939626	0.00023259297588599636	0.028500087489007314	0.0011398475812064253	-0.014131871800255635	-0.05308834556735307	0.01580512326277496	0.0008236433225856927	0.016195790994678206	0.001096008370914546	0.016464950231346302	0.002029847134987663	-0.007665971404121327	-0.04860917663325276	0.014240773171105002	0.0006816615203167298	0.01499640969875602	0.001250528727320924	0.013983241654311189	0.0009428965045489908	-0.007041230541587762	-0.0023256956353358846	0.0006803183324630395	0.0006690934958573034	0.000717018572248522	0.0012411670918413484	0.0006683041438393754	0.0009319683561416395	-0.00033693898810563497	0.16596991858883192	0.2249674018530712	0.3598993162741657	0.4995320990494329	0.7221039184026306	0.7803702451005576	0.38753510558759385	0.9999575136988024	0.9504452336097909	0.384166911395187	0.9999146174698702	0.9514528791080519
cg09644157	12	124411666.0	-0.07508728987810691	0.01732174810949966	1.6647822388674865e-05	0.01813901743357616	3.8889924004648375e-05	0.01755745187010612	6.789268724791917e-05	-0.007068784041643832	-0.061131890142519685	0.016411841414006548	0.00021070793817558068	0.017133861016787245	0.0003837024466886074	0.01633395433357192	0.00040516569701681913	-0.005774967938024141	-0.0515152829990649	0.014743735757977274	0.000508216558145229	0.015898531925476588	0.0012554303718524398	0.015337306743260103	0.0013534181894487034	-0.004830001461926005	-0.002458263443997964	0.0007043558899724953	0.0005156616057438034	0.0007597969834352871	0.0012765280434097693	0.0007338423265560758	0.0013909071433315448	-0.00023049975847945524	0.06417862371385692	0.11085901484770129	0.14239277524494542	0.3606906845164433	0.6711027688105078	0.6094806070836629	0.36674113269969094	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg09273910	12	121805015.0	-0.05191098561301974	0.022221177015631987	0.01975744925275946	0.020732306115213074	0.012502986422901713	0.01852094052150963	0.0067816811477132075	-0.0017886640624504156	-0.052975987095682284	0.022518813602331243	0.01891486458956051	0.02091274102047318	0.01151405040855258	0.018787950587281183	0.006475018005210932	-0.001793407017041559	-0.07177717035617705	0.02118643500305977	0.0007470587336864239	0.022155538644038252	0.0012578579341476271	0.022319660667378075	0.002081558801382079	-0.0024094078821040622	-0.003428112234761145	0.0010121084383216772	0.0007491581731029249	0.001059398718108611	0.0012744079744428833	0.0010684187289250575	0.0021271299017339997	-0.00011508367151007686	0.5658801430765652	0.5997862471227097	0.5202026227050968	0.7351093213889799	0.8712142145333529	0.836144898118913	0.3947737276733574	0.9999575136988024	0.9999560135595468	0.3944408172847537	0.9999146174698702	0.9999316749064227
cg27223343	1	27366702.0	-0.07485661130517626	0.02663643920017841	0.005082870929223712	0.026594959894065642	0.005014816481913905	0.026179488893796808	0.005802718966221604	-0.002098286030245742	-0.07410980820073383	0.02669747403284529	0.005647658161813555	0.02663210555222022	0.005531672816721317	0.02586463303953187	0.005707913733331703	-0.0020771446682389667	-0.08834841603729968	0.026195900400567834	0.0007889977434566335	0.02727390586059843	0.0012595614195369193	0.028150497977739254	0.0026164179856913725	-0.0023805078550216264	-0.004211953756542647	0.0012514624413709277	0.0008088753016173219	0.0013030444681856321	0.0012899092123864883	0.0013448546280875548	0.0026669593372333675	-0.00011356267114412723	0.42334562620246124	0.503614915195695	0.5069437712947961	0.6577446107359571	0.8573191498176632	0.8326897594526024	0.4022120143026595	0.9999575136988024	0.9999560135595468	0.4010763197351859	0.9999146174698702	0.9999316749064227
cg01012082	8	70113524.0	0.02848453592677938	0.021940877707941883	0.19461753304853213	0.022883875209620756	0.2136285648466081	0.02277542926333407	0.21583114009430085	0.0029796845536151223	0.04975040055050628	0.01982824108956449	0.012323587713212595	0.020674367303539318	0.01636239532041797	0.020596236929551558	0.018724013783543325	0.005128701682952627	0.06801149381720346	0.019679754309589563	0.0005843124733820751	0.020999418515193092	0.001262039133817909	0.020422086286031697	0.0014760939213378473	0.0070271016739344334	0.0032556233220421386	0.0009400759645747885	0.0005690986173000536	0.0010032108310592818	0.0012341577185625008	0.0009756777005651606	0.0014472975320158129	0.0003363912449179697	0.8253162013673986	0.8768367344948689	0.8671616411289337	0.7133521070233922	0.8839203130197966	0.8624520559145407	0.36986309823868946	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg13899420	9	132978591.0	-0.03885463477398643	0.022389409779396765	0.08309447263233286	0.021816766504115046	0.07533874600664711	0.024514620632441864	0.11814698471318856	-0.002903190028767166	-0.03659421813516787	0.019323075309016446	0.058650940750520845	0.01859856225421836	0.04949947100715405	0.018912839622250932	0.05764460232620746	-0.0027209738865155457	-0.05661189699781333	0.01681801955758626	0.0008073787103565442	0.01748133920209707	0.0012634044140870909	0.01949773186670114	0.005130850196765428	-0.004156881026496762	-0.0026981855288158796	0.0008034406080789547	0.0008302721404734064	0.000835256549663272	0.0012989427560179323	0.0009313818435943244	0.0052256312598167485	-0.00019812043409064427	0.7292523915016629	0.7839304052746762	0.806527666059805	0.8002022707521922	0.9121015394608312	0.8989070970203766	0.4038032467366373	0.9999575136988024	0.9999560135595468	0.4057026492644878	0.9999146174698702	0.9999316749064227
cg24549236	13	112647382.0	0.03078195245634255	0.021088449109330706	0.14481685961700902	0.021709342630529472	0.15664590809941278	0.021178374234018586	0.15122123361948572	0.0013158977062787819	0.03709064622916828	0.020559549661751837	0.07163983093404137	0.020919931189210785	0.07665452970439646	0.020244809043664113	0.07181836510630028	0.0015988244326196127	0.06216836075017869	0.018108965180926397	0.0006349785896490894	0.019202742371429025	0.0012675316744645835	0.019240990094624117	0.0019896428880445865	0.0026752926529884525	0.002966736112787922	0.0008651275940615444	0.0006437009755469116	0.0009172855799464369	0.0012816661100986033	0.0009189154260638924	0.0020046368144074687	0.00012770646364930287	0.7910005638177195	0.8491675639068033	0.8323685957210398	0.8118969219413661	0.9153779856699878	0.9039892201321349	0.38021973144072096	0.9999575136988024	0.9999560135595468	0.3814922576644298	0.9999146174698702	0.9999316749064227
cg00559444	8	22171230.0	-0.07976588329290567	0.023120091109878078	0.0005928847780791947	0.023283945783064152	0.000647558326594978	0.02033287579421401	0.0002245427849321042	-0.004018880848535453	-0.07928265462761468	0.023101734553650558	0.0006336297169586334	0.0230063360890644	0.0006016973598024639	0.021048991819573953	0.0003749318742595176	-0.0040047600787817975	-0.05816583811146279	0.016609412150103812	0.0004935932418544171	0.017969736269573565	0.001270136324020455	0.018163581440056243	0.0021669726630714546	-0.002941634288203895	-0.002769590887980099	0.0007934883772006425	0.0005150717472625608	0.000858212732901914	0.0013133501848714244	0.0008688421765604464	0.002263119559930618	-0.0001401981824372113	0.23685137874477707	0.3150488006179026	0.22563597785693748	0.4810130516610991	0.6908051206401065	0.6089818891669874	0.363990671552605	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg11485595	5	32713358.0	-0.10741630793187151	0.04274872570661617	0.012195781822377487	0.04118827943741772	0.009296544645775949	0.038240038947175384	0.006667805132453311	-0.0023142267270120183	-0.09399193474474718	0.04206396555069512	0.025756292148264408	0.04062574366293319	0.020970163905863284	0.04126845986122704	0.026269780677831846	-0.0018735848460036213	-0.12177775968990784	0.035627587524566455	0.00067021836127836	0.03762291099311581	0.0012704856465784286	0.03769147971596225	0.001990402547072226	-0.0028361565463769604	-0.00580062049111142	0.0017022311250060637	0.000695858410830312	0.001798630373804768	0.001323050612095975	0.001800471022214765	0.0020456281305619257	-0.00013514613689946051	0.5109621631409671	0.5696365046382865	0.5186755110254014	0.7569655823679701	0.8896670566298408	0.8814078242691745	0.3840209038157015	0.9999575136988024	0.9999560135595468	0.38797748637896173	0.9999146174698702	0.9999316749064227
cg14791193	1	16375981.0	-0.0787864682549231	0.02092168028897401	0.00017948418538295507	0.02112044869678834	0.00020615955889282224	0.022135663410522716	0.0007273041861168751	-0.002692042361577985	-0.08171436702411237	0.021107269961561346	0.00011805641972586144	0.02158565620090981	0.00016612005734981065	0.022003019825757343	0.0004446816944125517	-0.002806889485909555	-0.07002200056900756	0.020058116843197336	0.0005140190087274991	0.021634376353548396	0.0012713167188866182	0.02227507372019757	0.0025777007238420194	-0.0024146228184246162	-0.0033481600317116335	0.000958195613762678	0.0005078637976692351	0.0010338924214167784	0.0012634743459278121	0.0010650932170927843	0.002577524173120782	-0.00011542158225970279	0.15968138620618427	0.21830294647543166	0.3159693336606516	0.32329633735325386	0.5556138735200101	0.6186065970840329	0.36674113269969094	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg03982355	17	7352223.0	-0.09192542170050745	0.032290602101689235	0.004540702505525125	0.029748708947590137	0.0020776559120593147	0.031543885122217806	0.004979308023719503	-0.006216961854880184	-0.0898445910826639	0.03219650109425227	0.005401812536668158	0.030083014407858315	0.0029171607764756986	0.031832434112483994	0.006426311349114533	-0.005988080403786862	-0.09693518319335843	0.03106686681981853	0.0018876088889228997	0.029966994966625145	0.0012795665743796257	0.029394560719126266	0.0016289319857357674	-0.00639600829501805	-0.0046286441259396766	0.0014841837010078978	0.0018975099205314411	0.0014320533907688534	0.0012908939719715649	0.001404562375431784	0.0016402232740473286	-0.00030534211380428295	0.4142187569498057	0.41137747201421637	0.49465506397171155	0.65262312451612	0.8259355573115673	0.836144898118913	0.4942995158866696	0.9999575136988024	0.9999560135595468	0.4945263687407509	0.9999146174698702	0.9999316749064227
cg01332711	15	41828483.0	0.0670557139754848	0.021330609943707772	0.001736644517517149	0.020650859521771113	0.0012194679845919938	0.021125929093625703	0.00235582044782689	0.0028431392119553107	0.062406434675395445	0.021300482980403972	0.003498924793937985	0.021184667748914057	0.003324819959930733	0.022273625669848647	0.006800629507991108	0.0027147397652988767	0.06514417825545238	0.020283341118112492	0.0013848864154332053	0.020143167039517088	0.0012825376716010663	0.021189573699640342	0.0031537052161392863	0.002782512702919507	0.003108928829395243	0.0009689628317868038	0.0014001265990153519	0.0009623127330444782	0.0012975257835400108	0.0010118667213755328	0.003170942192300416	0.0001328044199557181	0.3209882090110247	0.36727671816004537	0.42738857971789185	0.6206421011676597	0.8276112937654644	0.8424523148494593	0.46100203774531184	0.9999575136988024	0.9999560135595468	0.46039597492220247	0.9999146174698702	0.9999316749064227
cg11640063	4	7043132.0	-0.20799636713843855	0.06279526605851546	0.0009712394135778927	0.0637334797509757	0.001151930355071587	0.05136433710810241	0.0001472509054835832	-0.002217235629962832	-0.20725617523472545	0.06344212549258837	0.0011390609563499878	0.06371702454584022	0.001196218092561791	0.05418974038545785	0.0003103459400392953	-0.00208675804569075	-0.20861537036284947	0.05916108367202477	0.0004513113290660098	0.06451796790920904	0.0012852458169589401	0.054065464017735036	0.0002776939046181285	-0.0022103920100580584	-0.009971829195391276	0.0028261839247180898	0.00044773688297399796	0.0030827196532690416	0.0012794825292153664	0.002581573220142539	0.00027395706613332366	-0.00010551239822148925	0.27540896255042385	0.36149035173460353	0.18922115325194047	0.5263384829842661	0.723123937957146	0.5913209338733587	0.3599193278402209	0.9999575136988024	0.7630718135971118	0.36102844362721875	0.9999146174698702	0.7625269688073317
cg10844382	20	847802.0	0.04495044110400984	0.019074425393626214	0.01870909793808541	0.019609210597171484	0.022173252980254837	0.019114497690984462	0.021936355129465308	0.0025229382180786512	0.04043373061352227	0.018374196401940192	0.028083180780186373	0.01880234318269025	0.03185094381440079	0.018421204461367503	0.03198273853750517	0.0022799876375194103	0.05952551980938553	0.016841572482573383	0.0004377740163813992	0.018413673718706034	0.001288640314668622	0.01943865858197519	0.0032663344084545073	0.0033300488483174514	0.0028443875317328737	0.0008045910541956971	0.0004365455848082578	0.0008798937409358943	0.0012887795713323862	0.0009288937138953418	0.0032672772270223023	0.00015915881858250523	0.5583253310728418	0.6563856633912105	0.634787421293152	0.7616862891459166	0.90366880157135	0.8869810588221004	0.3599193278402209	0.9999575136988024	0.9999560135595468	0.3596112357220312	0.9999146174698702	0.9999316749064227
cg17681447	7	6164671.0	-0.08351803224179773	0.022973291858328627	0.00029713160735359	0.022968680333538768	0.000296306518326525	0.020103276030357106	0.00010321231667637844	-0.009112832197398467	-0.05171008783743605	0.02024674892770045	0.010854316030233785	0.01998795934964163	0.0098747546009887	0.017806993933316157	0.005124989099499684	-0.00597239338143968	-0.050602786696280946	0.014155361493521128	0.0003765778788831541	0.0156545415510931	0.001289587791382744	0.015465109969158702	0.0017597648318957322	-0.005606692970295608	-0.0024247338947233584	0.0006762313426117843	0.000361563931105439	0.0007477135491524322	0.0012441679151762026	0.0007391793436858886	0.0017166948322855508	-0.00026869433041297453	0.19213070833771284	0.24250860382351902	0.1733551501295207	0.7020621772899013	0.8712142145333529	0.8326897594526024	0.3443288462377548	0.9999575136988024	0.9999560135595468	0.3373558421931491	0.9999146174698702	0.9999316749064227
cg17405234	4	90127268.0	-0.15000197555261885	0.06587061484633845	0.023063460865659045	0.06554478524095	0.022392840091696	0.07812282316114723	0.05952704157620517	-0.005451677667280058	-0.17584773543444115	0.05450920395295043	0.0013120208158660276	0.055195425617799505	0.001505261257712921	0.06145357659972365	0.005768816388592129	-0.0069540322979576435	-0.18770836910222968	0.055810455861945274	0.0008155456526533552	0.05808033509660001	0.0012922197746810177	0.059102339880620386	0.0023426896381174376	-0.007000385614676508	-0.008959500182340676	0.002667283940687281	0.0008280717791050901	0.002775945947451519	0.0013116022407892215	0.0028264974438386666	0.0023856946150130386	-0.00033447165141253614	0.5840328981057274	0.6579265524183052	0.7394707234989674	0.5343197224622397	0.7536660437988486	0.8326897594526024	0.4045576175465479	0.9999575136988024	0.9999560135595468	0.4057026492644878	0.9999146174698702	0.9999316749064227
cg16039660	4	183765548.0	0.0955744042775854	0.030222616226213715	0.0016302616031725588	0.03200340617351568	0.002918126823041674	0.034989221145738554	0.008232535445731201	0.0144851942016179	0.10407061649120677	0.029713993443179584	0.0004895316416996696	0.03169671214958897	0.0010754754728106758	0.03361716681736103	0.002963688637709236	0.015720628847563145	0.10221409001899762	0.029021676002711112	0.00045844370976512395	0.03163573863998795	0.0012962558048729813	0.03248520964582609	0.0025553448204211986	0.01544379417279483	0.004877106121203378	0.0013864761618372684	0.0004659037994808923	0.0015110660422392038	0.001311401693508597	0.0015527769703731651	0.002597600289751878	0.0007369290030153071	0.31634812201198365	0.4493114153448494	0.5398729946288444	0.45782603081251955	0.7199909017862371	0.8163415783783448	0.36173532196853053	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg07318453	4	73258785.0	-0.03920156002488999	0.02270370333506757	0.0846548464062275	0.022143954982469974	0.07709649856398655	0.021460747503053046	0.07264428121978318	-0.0031569033996170833	-0.047214123328550454	0.022419285163852647	0.03555342230104621	0.02186860672224829	0.031180548343958916	0.01913770635857775	0.01644534238309202	-0.0037679302280287513	-0.06977968073407845	0.020011916323368573	0.0005217177328956758	0.02159861927739141	0.0012972453584981513	0.02110116406370262	0.0015843719328254874	-0.005268782960095411	-0.0033320942823340783	0.0009559814148461275	0.0005243744806814882	0.0010321155346279807	0.0013077117956607086	0.0010086624945890913	0.001600890720165203	-0.0002514724066500327	0.7315221116794559	0.7857683457900673	0.7615157736827963	0.7737377170816582	0.90366880157135	0.8621266328071441	0.36674113269969094	0.9999575136988024	0.9999560135595468	0.36614582086141695	0.9999146174698702	0.9999316749064227
cg06850787	2	716357.0	0.15508251780257457	0.0546993594502181	0.004707529820560953	0.05699738049577751	0.006667139815802813	0.060454636126649725	0.012784336632269534	0.015209308826274533	0.16103910802312052	0.05493193839209411	0.003478969313484359	0.057910827687707805	0.005564011820245812	0.058477013603117904	0.0077496260189766596	0.01570080472848076	0.20023248689279824	0.05655393464671367	0.0004279373150363823	0.06201536799954276	0.0013061658726740454	0.060732578232067416	0.001632728501567565	0.019503999117286827	0.009542012683413372	0.002701834656358259	0.00044228109171278563	0.0029639199836074413	0.0013488900908399835	0.002896889175269336	0.0016479199434075915	0.0009291313263965586	0.4174525978607558	0.536636479630167	0.5816301508900746	0.6200862705246623	0.8573191498176632	0.8467010775793248	0.3599193278402209	0.9999575136988024	0.9999560135595468	0.3596112357220312	0.9999146174698702	0.9999316749064227
cg19518666	4	156771693.0	-0.0823826409477746	0.023706850618935058	0.0005411324701491352	0.023317480791449328	0.0004367724270109879	0.02102180400894471	0.00022760092415153143	-0.012095654257877328	-0.06814725553601728	0.023008354389558436	0.0031586465934837302	0.02237848814706762	0.0024099665056848724	0.02082559838924958	0.0017585919943281137	-0.009907026774791381	-0.07523847005791201	0.02372490060288017	0.0015893886976246587	0.023312700432685202	0.0013124541635869114	0.022448659020621996	0.0013836121482451772	-0.011202468833108048	-0.0035838112853826495	0.0011344030111604827	0.0016557222033412543	0.0011148669695641605	0.0013714014403585866	0.0010722246727525506	0.0014227681977903093	-0.000533842643536393	0.23161819656896998	0.27846723744367285	0.22636114221333992	0.6086744956354515	0.8143009462248806	0.7690547419510269	0.47620838282057903	0.9999575136988024	0.9999560135595468	0.47906233068983767	0.9999146174698702	0.9999316749064227
cg17200850	5	175680094.0	-0.08858221415512653	0.02290785565427633	0.00012013538043208412	0.022953806700406438	0.00012392510620461394	0.023326481864252235	0.00033908616226327936	-0.005297826314528926	-0.08565848280039999	0.02156677847276832	7.850799856657861e-05	0.02144084689255811	7.13161454138928e-05	0.020822096028906893	0.00011848150769146388	-0.005150157215942686	-0.07428836470095829	0.021035701680444226	0.00044251361984307905	0.02302163764852586	0.0013145617084646993	0.023349401401205547	0.0023042045276496456	-0.004478645809018467	-0.003548728978984817	0.001004988412218415	0.0004432083296509988	0.0010999023583992851	0.0013167762204926291	0.0011162832264152258	0.002321551323591999	-0.00021407259882516127	0.1381498855040918	0.1864787221740604	0.26144059813222287	0.2925289478900569	0.4343964384467577	0.45557928082749405	0.3599193278402209	0.9999575136988024	0.9999560135595468	0.3596112357220312	0.9999146174698702	0.9999316749064227
cg24902075	3	127591010.0	0.10004851916347211	0.023216628446503823	1.8634383710891882e-05	0.024499473150467535	4.926049516715796e-05	0.025654001244911993	0.00024234907494285633	0.002148297369691733	0.0942816207697316	0.023453761628002785	6.436115881781044e-05	0.024600147205766955	0.00013789821516935094	0.025057702567978457	0.0003798224549199844	0.0020403740380680185	0.0805878567621871	0.022449553033780937	0.000356069798566609	0.02498030214696545	0.0013183505086327525	0.025350423246075074	0.002322256401421947	0.0017169345713502057	0.003859933666009424	0.0010723879650220572	0.000343364567640719	0.00119341286941869	0.0012811803909562804	0.0012105782116336396	0.0022576076224973866	8.22771101707793e-05	0.06434714431805925	0.120840071854049	0.23136506038347693	0.27423476789210277	0.5388731217446908	0.6089818891669874	0.3386648305853446	0.9999575136988024	0.9999560135595468	0.3325075114433329	0.9999146174698702	0.9999316749064227
cg00189176	22	23790321.0	-0.1051810269717494	0.027629841697800417	0.00015268136661477348	0.028776967971594538	0.0002757056744171099	0.026226812374341615	0.00016783195624859107	-0.002856037401250063	-0.10733918571084805	0.027959381840790037	0.0001343442482824364	0.02948515426890399	0.0002916508765558155	0.025350861665712168	7.85932104551743e-05	-0.0029407144697860335	-0.09729356813682695	0.02772486893793842	0.0004805380403514645	0.030160568724673396	0.001319270429229707	0.026708422571757644	0.0005581984750664885	-0.002596023748887207	-0.004648359132465706	0.0013244564891486958	0.0004798601542459155	0.001439357048554983	0.0013029645746119747	0.0012758215954020826	0.0005570977083231511	-0.00012403702294410714	0.15275812291943203	0.23714953526659766	0.19922440688027399	0.3352968820688399	0.6068254757162524	0.39705172750179496	0.36311468581727885	0.9999575136988024	0.8360103326260463	0.3611066915644718	0.9999146174698702	0.8371657000803727
cg07630078	16	88943149.0	-0.016976758922085007	0.018073050239621306	0.34786848272982684	0.01823595751322998	0.3521894746554073	0.016215834018017256	0.29926496153818705	-0.002932648862459593	-0.032403909246257676	0.012774217578302332	0.01140148867415113	0.013066783085068012	0.013370716446850141	0.011960698882043182	0.008742681819810116	-0.005558666705391879	-0.04307901520812345	0.012555733585197137	0.0006395757035982065	0.013354534527669127	0.0013195262474436664	0.011849452029882296	0.0005712875706129996	-0.007367944152917802	-0.002066395490998874	0.0005997702237658783	0.0006072804971167094	0.0006382043615190499	0.0012659842870484338	0.0005655817251042119	0.0005393485154178747	-0.00035341053565932686	0.8912829990793658	0.9210263766211594	0.8999169358720964	0.7090065849767057	0.8762893141761923	0.8467010775793248	0.3809824182547248	0.9999575136988024	0.8360103326260463	0.3702060564222786	0.9999146174698702	0.8269663261984604
cg10953655	17	48579302.0	-0.054676046663209715	0.016739986321475723	0.001141318930235503	0.017488193818825576	0.0018399485616366216	0.01729891972803098	0.002450978921571079	-0.008382243367983029	-0.05126569359777974	0.015625306614831927	0.0010844753242427196	0.016560216540684174	0.0020395196052549573	0.016449559380164114	0.002789517343023127	-0.007914328787156978	-0.05566542992085387	0.015855202509441467	0.00047769248613198785	0.017256769692560573	0.0013198951376664557	0.01793647353143238	0.0028978413960065613	-0.00854961849798712	-0.002663369190118367	0.0007577840339928466	0.0004710037483332468	0.0008250240598197169	0.0013085216045359248	0.0008578345405488938	0.0028870399063495597	-0.0004090177249245887	0.2905575475078727	0.40175890008493775	0.43066592278863236	0.5232338900454596	0.7941016117646281	0.8163415783783448	0.36311468581727885	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg08900363	7	597817.0	-0.08536442165178725	0.02912252799362917	0.0034826057055227415	0.027781980917353885	0.002201088249112746	0.024927358050649922	0.0011065428704368145	-0.004975236706885773	-0.09148369363684963	0.029106379917940947	0.0017403886399632693	0.027784917159434798	0.0010412565132939349	0.02714541445249241	0.0013074984943515907	-0.005573683247307406	-0.09326796729691367	0.028194657888631795	0.0009917031852240286	0.028921170507190737	0.0013235870747844627	0.025395753137858978	0.0005075588438932157	-0.005836970016638465	-0.004440136695607931	0.0013469838911128905	0.0010330312153519613	0.001382038423203527	0.0013799786100850554	0.0012130544131621402	0.0005278983452547516	-0.00027793660780695543	0.3888826442203068	0.41898188947053977	0.35685506765362474	0.5635837878802016	0.7152483846604266	0.7288112796553561	0.41684796513451505	0.9999575136988024	0.8218047660305101	0.41955416498280984	0.9999146174698702	0.8241313741191877
cg00201760	16	28507064.0	-0.08929619343470542	0.024355359507729275	0.0002639759113333022	0.025197067863856497	0.0004195170098553488	0.026376490125374998	0.0012476855206099348	-0.014269634153499364	-0.04414259362214723	0.012869556058283368	0.0006379889386422599	0.014884025604770368	0.0031191377601087703	0.015435413168978066	0.005795241226247369	-0.00680108709358271	-0.04906568209654112	0.012877864737767218	0.00015216934067075575	0.015225018958892767	0.0013336397511631661	0.014596521303024176	0.0013425587749680175	-0.0075628621464446325	-0.0023471930280012394	0.0006151907666040249	0.00014900374476705988	0.0007278580796214606	0.0013240785472699733	0.0006983119428790607	0.0013434824892073435	-0.0003617850713294929	0.18624011046522554	0.2729832796453206	0.3684246419692652	0.4810130516610991	0.8276112937654644	0.8326897594526024	0.2483692025190747	0.9999575136988024	0.9999560135595468	0.2441869749718413	0.9999146174698702	0.9999316749064227
cg11386757	19	17340332.0	-0.08716261328356727	0.023504564828019072	0.00022456263895016923	0.023424651424621194	0.0002138059990634176	0.02269962973150379	0.00029530050617855905	-0.0036840837331556416	-0.08621737623979071	0.02327077338184044	0.00022762111977512	0.0231940878649242	0.000217065586778849	0.022285518902869058	0.0002685477916110013	-0.003658114600634219	-0.06583928015072639	0.018748410108355186	0.00047617161997230527	0.02043086946409317	0.0013343801125060683	0.020267949425792114	0.0018888581262758932	-0.0027438216965792583	-0.0031536068108906795	0.0008955791140223367	0.0004596101524582112	0.0009746644394198463	0.0012758213945706063	0.0009660882074208481	0.0018012124589239188	-0.0001314785985621329	0.17467964517514628	0.21910135118705662	0.24575416387717067	0.3657004069681857	0.5702761030898944	0.572124109114084	0.36311468581727885	0.9999575136988024	0.9999560135595468	0.3611066915644718	0.9999146174698702	0.9999316749064227
cg19270277	1	16970500.0	-0.07284584913264235	0.01849800552588393	9.007832101987213e-05	0.019481716014363288	0.00019916909737375702	0.020903831153117152	0.000918121737335111	-0.008143375721746839	-0.06033477890178917	0.017608684179394735	0.0006463190385915811	0.018566515654570494	0.0012091587813215742	0.018766358439194546	0.0020866532892899452	-0.006927661439025015	-0.053791995375479434	0.014996822523566228	0.00035988930404016464	0.016693944373277956	0.001335725195638664	0.01546895573472755	0.0009394719429838001	-0.0062387243096306486	-0.0025752495025811724	0.0007163861516780235	0.00034937085278128173	0.0007980933768514133	0.00131519931608114	0.0007393495209187805	0.0009229325713390791	-0.0002986975409689148	0.11971799325762379	0.21774466409546653	0.33910411322631817	0.4810130516610991	0.723123937957146	0.7837240551461604	0.3386648305853446	0.9999575136988024	0.9504452336097909	0.333886086643253	0.9999146174698702	0.9514528791080519
